taxid	gcode	name	superkingdom	phylum	class	order	family	genus	species
1934992	11	Archaeoglobus sp. JdFR-35	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-35
1934995	11	Archaeoglobus sp. JdFR-38	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-38
1935152	11	Thermoplasmatales archaeon JdFR-43	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon JdFR-43
1935018	11	Aciduliprofundum sp. JdFR-45	Archaea	Euryarchaeota	NA	NA	NA	Aciduliprofundum	Aciduliprofundum sp. JdFR-45
1853690	11	Halolamina sp. CBA1230	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina sp. CBA1230
1650659	11	Thermoproteus sp. CP80	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. CP80
1650660	11	Vulcanisaeta sp. EB80	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. EB80
74969	11	Ferroplasma acidiphilum	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidiphilum
1933927	11	Candidatus Altiarchaeales archaeon A3	Archaea	Euryarchaeota	NA	Candidatus Altiarchaeales	NA	NA	Candidatus Altiarchaeales archaeon A3
282676	11	Acidianus manzaensis	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus manzaensis
1855863	11	Halorubrum sp. SD612	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sp. SD612
1855873	11	Halorubrum sp. SD683	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sp. SD683
1927129	11	Euryarchaeota archaeon AMET1	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon AMET1
1902251	11	Natrialbaceae archaeon JW/NM-HA 15	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon JW/NM-HA 15
1986695	11	Euryarchaeota archaeon TMED280	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED280
1986694	11	Euryarchaeota archaeon TMED279	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED279
1986692	11	Euryarchaeota archaeon TMED252	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED252
1986691	11	Euryarchaeota archaeon TMED248	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED248
1986693	11	Euryarchaeota archaeon TMED255	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED255
1986690	11	Euryarchaeota archaeon TMED215	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED215
1986686	11	Euryarchaeota archaeon TMED141	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED141
1986698	11	Euryarchaeota archaeon TMED99	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED99
1986696	11	Euryarchaeota archaeon TMED85	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED85
1986689	11	Euryarchaeota archaeon TMED192	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED192
1986687	11	Euryarchaeota archaeon TMED164	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED164
1986683	11	Euryarchaeota archaeon TMED117	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED117
1986697	11	Euryarchaeota archaeon TMED97	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED97
1986688	11	Euryarchaeota archaeon TMED173	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED173
1986685	11	Euryarchaeota archaeon TMED132	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED132
1986684	11	Euryarchaeota archaeon TMED129	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED129
1986682	11	Euryarchaeota archaeon TMED103	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon TMED103
253108	11	Natronolimnobius baerhuensis	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronolimnobius	Natronolimnobius baerhuensis
2008440	11	Thermococcus sp. 5-4	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. 5-4
1937005	11	Methanopyrus sp. SNP6	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus sp. SNP6
1937004	11	Methanopyrus sp. KOL6	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus sp. KOL6
1961135	11	Cuniculiplasma sp. C_DKE	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma	Cuniculiplasma sp. C_DKE
1961137	11	Thermoplasmatales archaeon ARMAN	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon ARMAN
1961136	11	Thermoplasmatales archaeon B_DKE	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon B_DKE
54262	11	Thermococcus chitonophagus	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus chitonophagus
86622	11	Methanoculleus sp. MAB1	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp. MAB1
2265	11	Thermococcus litoralis	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus litoralis
83986	11	Methanoculleus bourgensis	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis
1673428	11	Cuniculiplasma divulgatum	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma	Cuniculiplasma divulgatum
118062	11	Methanobacterium congolense	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
118126	11	Methanoculleus chikugoensis	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus chikugoensis
145261	11	Methanothermobacter wolfeii	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter wolfeii
28442	11	Haloarcula vallismortis	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula vallismortis
302484	11	Haloferax larsenii	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax larsenii
44930	11	Natronobacterium gregoryi	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium gregoryi
43928	11	Halobaculum gomorrense	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halobaculum	Halobaculum gomorrense
553468	11	Haladaptatus litoreus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus litoreus
308853	11	Natronorubrum thiooxidans	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum thiooxidans
1122961	11	Picrophilus oshimae DSM 9789	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae
1032475	11	Marine group II euryarchaeote SCGC AAA288-C18	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote SCGC AAA288-C18
913335	11	Marine Group III euryarchaeote SCGC AAA007-O11	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote SCGC AAA007-O11
1130315	11	euryarchaeote JGI 0000059-J12	Archaea	Euryarchaeota	NA	NA	NA	NA	euryarchaeote JGI 0000059-J12
1130313	11	euryarchaeote JGI 0000059-G05	Archaea	Euryarchaeota	NA	NA	NA	NA	euryarchaeote JGI 0000059-G05
1130314	11	euryarchaeote JGI 0000059-I19	Archaea	Euryarchaeota	NA	NA	NA	NA	euryarchaeote JGI 0000059-I19
1130316	11	euryarchaeote SCGC AAA257-G14	Archaea	Euryarchaeota	NA	NA	NA	NA	euryarchaeote SCGC AAA257-G14
1130312	11	Euryarchaeota archaeon JGI 0000059-C15	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon JGI 0000059-C15
1130319	11	euryarchaeote JGI 0000014-C11	Archaea	Euryarchaeota	NA	NA	NA	NA	euryarchaeote JGI 0000014-C11
1188262	11	euryarchaeote JGI 0000012-E06	Archaea	Euryarchaeota	NA	NA	NA	NA	euryarchaeote JGI 0000012-E06
758602	11	halophilic archaeon True-ADL	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA	halophilic archaeon True-ADL
756883	11	halophilic archaeon DL31	Archaea	NA	NA	NA	NA	NA	halophilic archaeon DL31
1520800	11	Methanosarcina sp. DSM 11855	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. DSM 11855
35743	11	Halorubrum sodomense	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sodomense
261291	11	Halorubrum xinjiangense	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum xinjiangense
660517	11	Halobellus clavatus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus	Halobellus clavatus
387340	11	Halorubrum aquaticum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum aquaticum
555875	11	Halogeometricum limi	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum limi
555874	11	Haloplanus vescus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus vescus
660521	11	Halogranum gelatinilyticum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum gelatinilyticum
355548	11	Halobacterium jilantaiense	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium jilantaiense
553467	11	Halopelagius inordinatus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius inordinatus
553469	11	Halogeometricum rufum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum rufum
640943	11	Natronorubrum sediminis	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum sediminis
660520	11	Halogranum amylolyticum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum amylolyticum
699433	11	Halobellus limi	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus	Halobellus limi
660522	11	Haloplanus aerogenes	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus aerogenes
553466	11	Halogranum rubrum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum rubrum
1122231	11	Methanoculleus thermophilus DSM 2373	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus thermophilus
1095776	11	Natronorubrum texcoconense	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum texcoconense
1095778	11	Natronobacterium texcoconense	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium texcoconense
148449	11	Halopiger aswanensis	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger aswanensis
619731	11	Halostagnicola kamekurae	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola kamekurae
1186196	11	Natrinema salaciae	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema salaciae
2225	11	Methanococcoides	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	NA
487685	11	Methanolobus profundi	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus profundi
392421	11	Haloterrigena hispanica	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena hispanica
38026	11	Methanolobus vulcani	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus vulcani
1955622	11	Euryarchaeota archaeon JGI MDM2 SSWsed-3-L11	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon JGI MDM2 SSWsed-3-L11
1298893	11	Euryarchaeota archaeon SCGC AB-629-J07	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SCGC AB-629-J07
1267564	11	Halopenitus malekzadehii	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus malekzadehii
890420	11	Halovenus aranensis	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus	Halovenus aranensis
660518	11	Halorientalis regularis	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis regularis
996166	11	Haloarchaeobius iranensis	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarchaeobius	Haloarchaeobius iranensis
1048396	11	Halopenitus persicus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus persicus
1367881	11	Halorientalis persicus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis persicus
190974	11	Methanobrevibacter gottschalkii	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter gottschalkii
1465453	11	Euryarchaeota archaeon SCGC AC-312_F18	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SCGC AC-312_F18
1465456	11	Euryarchaeota archaeon SCGC AC-312_J04	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SCGC AC-312_J04
2301	11	Thermoplasmatales	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	NA
1465455	11	Euryarchaeota archaeon SCGC AC-312_N17	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SCGC AC-312_N17
1465457	11	Euryarchaeota archaeon SCGC AC-312_P17	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SCGC AC-312_P17
1465454	11	Euryarchaeota archaeon SCGC AC-312_P18	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SCGC AC-312_P18
767519	11	Halomicrobium zhouii	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium zhouii
1236180	11	Halopelagius longus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius longus
148448	11	Halobiforma haloterrestris	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma haloterrestris
1073996	11	Halohasta litchfieldiae	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halohasta	Halohasta litchfieldiae
33867	11	unclassified Euryarchaeota	Archaea	Euryarchaeota	NA	NA	NA	NA	NA
51203	11	Methanohalophilus euhalobius	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius
1198451	11	Methanoregulaceae	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	NA	NA
183967	11	Thermoplasmata	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	NA
335819	11	Halorubrum chaoviator	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum chaoviator
413815	11	Halorubrum cibi	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum cibi
63740	11	Halorubrum vacuolatum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum vacuolatum
931585	11	Halobellus salinus	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus	Halobellus salinus
558529	11	Natronoarchaeum philippinense	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronoarchaeum	Natronoarchaeum philippinense
